College,Branch,Category,Gender,Region,Technical/Non Technical,Round,Cutoff %,Location
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,M,Other Than Home District,Technical,1,87.2,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,M,Other Than Home District,Technical,1,80.4,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,F,Other Than Home District,Technical,1,80.67,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Electronics & Telecommunication Engineering,TFWS,G,State Level,Non Technical,1,88.6,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,OPEN,M,Home District,Non Technical,1,80.4,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,SC,M,Home District,Non Technical,1,65.8,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,ST,M,Home District,Non Technical,1,47.0,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,NTA,M,Home District,Non Technical,1,69.0,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,NTB,M,Home District,Non Technical,1,70.8,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,NTC,M,Home District,Non Technical,1,47.8,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,NTD,M,Home District,Non Technical,1,80.0,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,OBC,M,Home District,Non Technical,1,78.0,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,SEBC,M,Home District,Non Technical,1,61.0,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,OPEN,F,Home District,Non Technical,1,79.4,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,SC,F,Home District,Non Technical,1,51.0,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,ST,F,Home District,Non Technical,1,63.6,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,OBC,F,Home District,Non Technical,1,77.0,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,OPEN,M,Home District,Non Technical,2,63.4,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,OPEN,M,Home District,Technical,1,80.6,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,OPEN,M,Home District,Technical,1,86.0,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,SC,M,Home District,Technical,1,77.2,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,NTD,M,Home District,Technical,1,80.4,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,OBC,M,Home District,Technical,1,85.2,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,SEBC,M,Home District,Technical,1,63.6,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,OPEN,F,Home District,Technical,1,82.2,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,NTA,F,Home District,Technical,1,81.4,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,OBC,F,Home District,Technical,2,49.2,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,OPEN,M,Other Than Home District,Non Technical,1,72.8,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,OPEN,F,Other Than Home District,Non Technical,1,74.0,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,OPEN,M,Other Than Home District,Non Technical,1,78.6,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,SC,M,Other Than Home District,Non Technical,1,64.4,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,NTA,M,Other Than Home District,Non Technical,1,52.2,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,NTB,M,Other Than Home District,Non Technical,1,62.4,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,OBC,M,Other Than Home District,Non Technical,1,77.8,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,OPEN,F,Other Than Home District,Non Technical,1,78.4,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,SC,F,Other Than Home District,Non Technical,1,76.6,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,OBC,F,Other Than Home District,Non Technical,2,57.8,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,OPEN,M,Other Than Home District,Technical,1,80.6,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,OPEN,F,Other Than Home District,Technical,1,77.6,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,ST,M,Other Than Home District,Technical,1,72.6,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,OBC,M,Other Than Home District,Technical,1,84.6,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,SEBC,M,Other Than Home District,Technical,1,63.4,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Mechanical Engineering,TFWS,G,State Level,Non Technical,1,83.2,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,M,Home District,Non Technical,1,89.6,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,SC,M,Home District,Non Technical,1,79.8,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,ST,M,Home District,Non Technical,1,79.2,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTA,M,Home District,Non Technical,1,86.4,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTB,M,Home District,Non Technical,1,88.4,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTC,M,Home District,Non Technical,1,78.4,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTD,M,Home District,Non Technical,1,87.0,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,OBC,M,Home District,Non Technical,1,88.6,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,SEBC,M,Home District,Non Technical,1,78.6,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,F,Home District,Non Technical,1,90.6,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,SC,F,Home District,Non Technical,1,81.4,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,ST,F,Home District,Non Technical,1,83.4,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTA,F,Home District,Non Technical,1,89.0,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTB,F,Home District,Non Technical,1,64.8,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,OBC,F,Home District,Non Technical,1,89.4,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,SEBC,F,Home District,Non Technical,1,80.8,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,F,Home District,Technical,1,86.0,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,M,Home District,Technical,1,94.2,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,SC,M,Home District,Technical,1,88.6,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,ST,M,Home District,Technical,1,85.0,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTC,M,Home District,Technical,1,82.8,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,OBC,M,Home District,Technical,1,93.8,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,SEBC,M,Home District,Technical,1,88.2,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,OBC,F,Home District,Technical,1,93.8,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,M,Other Than Home District,Non Technical,1,83.6,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,SC,M,Other Than Home District,Non Technical,1,76.2,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,ST,M,Other Than Home District,Non Technical,1,76.0,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTA,M,Other Than Home District,Non Technical,1,82.8,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,OBC,M,Other Than Home District,Non Technical,1,81.0,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,SEBC,M,Other Than Home District,Non Technical,1,56.4,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,F,Other Than Home District,Non Technical,1,83.0,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTB,F,Other Than Home District,Non Technical,1,73.6,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,OBC,F,Other Than Home District,Non Technical,1,81.8,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,SC,M,Other Than Home District,Non Technical,1,76.6,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTC,M,Other Than Home District,Non Technical,1,72.0,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,SC,F,Other Than Home District,Non Technical,1,79.6,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,SEBC,F,Other Than Home District,Non Technical,1,69.33,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,M,Other Than Home District,Technical,1,90.4,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,OBC,M,Other Than Home District,Technical,1,89.0,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,SC,F,Other Than Home District,Technical,1,79.8,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTD,M,Home District,Technical,1,88.6,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,DEFS,G,State Level,Non Technical,1,63.0,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,EWS,G,State Level,Non Technical,1,53.83,Nashik
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Artificial Intelligence & Machine Learning,TFWS,G,State Level,Non Technical,1,93.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Civil Engineering,OPEN,M,Home District,Non Technical,1,68.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Civil Engineering,SC,M,Home District,Non Technical,1,45.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Civil Engineering,ST,M,Home District,Non Technical,1,60.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Civil Engineering,NTB,M,Home District,Non Technical,1,64.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Civil Engineering,NTD,M,Home District,Non Technical,1,65.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Civil Engineering,OBC,M,Home District,Non Technical,1,62.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Civil Engineering,SEBC,M,Home District,Non Technical,1,63.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Civil Engineering,OPEN,F,Home District,Non Technical,1,42.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Civil Engineering,SC,F,Home District,Non Technical,2,44.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Civil Engineering,OBC,F,Home District,Non Technical,2,57.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Civil Engineering,OPEN,M,Home District,Technical,1,82.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Civil Engineering,SC,M,Home District,Technical,1,81.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Civil Engineering,ST,M,Home District,Technical,1,76.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Civil Engineering,NTC,M,Home District,Technical,1,63.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Civil Engineering,NTD,M,Home District,Technical,1,78.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Civil Engineering,OBC,M,Home District,Technical,1,81.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Civil Engineering,SEBC,M,Home District,Technical,1,74.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Civil Engineering,OPEN,F,Home District,Technical,1,83.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Civil Engineering,SC,F,Home District,Technical,1,81.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Civil Engineering,OBC,F,Home District,Technical,1,81.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Civil Engineering,OPEN,M,Other Than Home District,Non Technical,1,57.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Civil Engineering,OPEN,F,Other Than Home District,Non Technical,1,57.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Civil Engineering,SC,M,Other Than Home District,Non Technical,1,38.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Civil Engineering,NTD,M,Other Than Home District,Non Technical,1,65.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Civil Engineering,OBC,M,Other Than Home District,Non Technical,1,56.83,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Civil Engineering,NTB,F,Other Than Home District,Non Technical,2,60.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Civil Engineering,OBC,F,Other Than Home District,Non Technical,2,49.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Civil Engineering,OPEN,M,Other Than Home District,Technical,1,80.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Civil Engineering,SC,M,Other Than Home District,Technical,1,68.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Civil Engineering,OBC,M,Other Than Home District,Technical,1,73.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Civil Engineering,OPEN,F,Other Than Home District,Technical,1,71.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Civil Engineering,TFWS,G,State Level,Non Technical,1,79.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,OPEN,M,Home District,Non Technical,1,85.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,SC,M,Home District,Non Technical,1,75.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,ST,M,Home District,Non Technical,1,58.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,NTA,M,Home District,Non Technical,1,82.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,NTB,M,Home District,Non Technical,1,80.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,NTC,M,Home District,Non Technical,1,72.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,NTD,M,Home District,Non Technical,1,83.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,OBC,M,Home District,Non Technical,1,83.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,OPEN,F,Home District,Non Technical,1,86.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,SC,F,Home District,Non Technical,1,81.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,ST,F,Home District,Non Technical,1,69.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,NTA,F,Home District,Non Technical,1,80.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,NTB,F,Home District,Non Technical,1,80.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,OBC,F,Home District,Non Technical,1,84.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,PWD,M,Home District,Non Technical,1,73.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,OPEN,M,Home District,Technical,1,90.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,SC,M,Home District,Technical,1,85.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,NTB,M,Home District,Technical,1,82.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,NTC,M,Home District,Technical,1,75.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,NTD,M,Home District,Technical,1,87.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,OBC,M,Home District,Technical,1,90.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,OPEN,F,Home District,Technical,1,94.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,SC,F,Home District,Technical,1,87.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,ST,F,Home District,Technical,1,83.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,OBC,F,Home District,Technical,1,90.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,SEBC,F,Home District,Technical,1,80.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,SEBC,M,Other Than Home District,Technical,1,82.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,OPEN,M,Other Than Home District,Non Technical,1,83.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,SC,M,Other Than Home District,Non Technical,1,61.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,NTA,M,Other Than Home District,Non Technical,1,71.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,NTB,M,Other Than Home District,Non Technical,1,83.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,NTC,M,Other Than Home District,Non Technical,1,78.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,OBC,M,Other Than Home District,Non Technical,1,80.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,SEBC,M,Other Than Home District,Non Technical,1,66.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,OPEN,F,Other Than Home District,Non Technical,1,87.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,SC,F,Other Than Home District,Non Technical,1,74.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,NTA,F,Other Than Home District,Non Technical,1,72.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,OBC,F,Other Than Home District,Non Technical,1,82.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,SC,F,Other Than Home District,Non Technical,1,75.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,OPEN,M,Other Than Home District,Technical,1,89.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,SC,M,Other Than Home District,Technical,1,79.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,ST,M,Other Than Home District,Technical,1,72.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,OBC,M,Other Than Home District,Technical,1,88.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,SEBC,M,Other Than Home District,Technical,1,82.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,OPEN,F,Other Than Home District,Technical,1,89.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,NTC,F,Other Than Home District,Technical,1,83.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,EWS,G,State Level,Non Technical,1,66.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Computer Engineering,TFWS,G,State Level,Non Technical,1,87.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Information Technology,OPEN,M,Home District,Non Technical,1,86.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Information Technology,SC,M,Home District,Non Technical,1,74.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Information Technology,ST,M,Home District,Non Technical,1,71.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Information Technology,NTB,M,Home District,Non Technical,1,84.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Information Technology,NTD,M,Home District,Non Technical,1,86.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Information Technology,OBC,M,Home District,Non Technical,1,84.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Information Technology,OPEN,F,Home District,Non Technical,1,88.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Information Technology,SC,F,Home District,Non Technical,1,79.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Information Technology,ST,F,Home District,Non Technical,1,54.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Information Technology,NTA,F,Home District,Non Technical,1,71.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Information Technology,OBC,F,Home District,Non Technical,1,86.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Information Technology,OPEN,M,Home District,Technical,1,89.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Information Technology,SC,M,Home District,Technical,1,82.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Information Technology,NTC,M,Home District,Technical,1,77.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Information Technology,OBC,M,Home District,Technical,1,89.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Information Technology,OPEN,F,Home District,Technical,1,91.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Information Technology,ST,F,Home District,Technical,1,72.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Information Technology,OPEN,M,Other Than Home District,Non Technical,1,83.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Information Technology,NTC,M,Other Than Home District,Non Technical,1,54.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Information Technology,OBC,M,Other Than Home District,Non Technical,1,80.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Information Technology,OPEN,F,Other Than Home District,Non Technical,1,87.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Information Technology,OBC,F,Other Than Home District,Non Technical,1,79.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Information Technology,SC,M,Other Than Home District,Non Technical,1,74.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Information Technology,ST,M,Other Than Home District,Non Technical,1,65.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Information Technology,NTB,M,Other Than Home District,Non Technical,1,80.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Information Technology,SC,F,Other Than Home District,Non Technical,1,74.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Information Technology,OPEN,M,Other Than Home District,Technical,1,90.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Information Technology,SEBC,M,Other Than Home District,Technical,1,82.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Information Technology,TFWS,G,State Level,Non Technical,1,89.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electrical Engineering,OPEN,M,Home District,Non Technical,1,76.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electrical Engineering,SC,M,Home District,Non Technical,1,68.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electrical Engineering,ST,M,Home District,Non Technical,1,63.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electrical Engineering,NTB,M,Home District,Non Technical,1,73.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electrical Engineering,NTC,M,Home District,Non Technical,1,50.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electrical Engineering,NTD,M,Home District,Non Technical,1,72.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electrical Engineering,OBC,M,Home District,Non Technical,1,71.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electrical Engineering,OPEN,F,Home District,Non Technical,1,74.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electrical Engineering,SC,F,Home District,Non Technical,1,69.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electrical Engineering,ST,F,Home District,Non Technical,1,66.2,Nashik
