College,Branch,Category,Gender,Region,Technical/Non Technical,Round,Cutoff %,Location
Sandip Foundation's Sandip Polytechnic Nashik,Electrical Engineering,NTB,F,Home District,Non Technical,2,53.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electrical Engineering,OBC,F,Home District,Non Technical,2,43.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electrical Engineering,OPEN,M,Home District,Technical,1,83.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electrical Engineering,SC,M,Home District,Technical,1,79.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electrical Engineering,ST,M,Home District,Technical,1,78.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electrical Engineering,OBC,M,Home District,Technical,1,82.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electrical Engineering,OPEN,F,Home District,Technical,1,83.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electrical Engineering,SC,F,Home District,Technical,1,72.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electrical Engineering,NTB,F,Home District,Technical,1,60.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electrical Engineering,OPEN,M,Other Than Home District,Non Technical,1,67.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electrical Engineering,NTA,M,Other Than Home District,Non Technical,1,57.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electrical Engineering,NTD,M,Other Than Home District,Non Technical,1,54.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electrical Engineering,OBC,M,Other Than Home District,Non Technical,1,53.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electrical Engineering,SC,M,Other Than Home District,Non Technical,1,65.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electrical Engineering,ST,M,Other Than Home District,Non Technical,1,63.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electrical Engineering,OPEN,F,Other Than Home District,Non Technical,1,70.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electrical Engineering,SC,F,Other Than Home District,Non Technical,1,64.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electrical Engineering,OBC,F,Other Than Home District,Non Technical,1,57.17,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electrical Engineering,OPEN,M,Other Than Home District,Technical,1,84.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electrical Engineering,SC,M,Other Than Home District,Technical,1,50.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electrical Engineering,OPEN,F,Other Than Home District,Technical,1,74.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electrical Engineering,OBC,F,Other Than Home District,Technical,1,70.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electrical Engineering,NTA,M,Other Than Home District,Technical,1,77.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electrical Engineering,TFWS,G,State Level,Non Technical,1,79.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,M,Home District,Non Technical,1,81.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electronics & Telecommunication Engineering,NTD,M,Home District,Non Technical,1,75.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,M,Home District,Non Technical,1,79.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,F,Home District,Non Technical,1,82.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,F,Home District,Non Technical,1,78.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,M,Home District,Technical,1,84.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electronics & Telecommunication Engineering,SC,M,Home District,Technical,1,56.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,M,Home District,Technical,1,83.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,F,Home District,Technical,1,84.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electronics & Telecommunication Engineering,NTC,M,Other Than Home District,Technical,1,78.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,M,Other Than Home District,Non Technical,1,63.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,M,Other Than Home District,Non Technical,1,79.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,F,Other Than Home District,Non Technical,1,75.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,M,Other Than Home District,Technical,1,66.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,F,Other Than Home District,Technical,1,78.33,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electronics & Telecommunication Engineering,TFWS,G,State Level,Non Technical,1,83.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Mechanical Engineering,OPEN,M,Home District,Non Technical,1,73.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Mechanical Engineering,SC,M,Home District,Non Technical,1,65.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Mechanical Engineering,ST,M,Home District,Non Technical,1,59.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Mechanical Engineering,NTB,M,Home District,Non Technical,1,62.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Mechanical Engineering,NTC,M,Home District,Non Technical,1,72.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Mechanical Engineering,NTD,M,Home District,Non Technical,1,72.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Mechanical Engineering,OBC,M,Home District,Non Technical,1,70.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Mechanical Engineering,OPEN,F,Home District,Non Technical,1,62.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Mechanical Engineering,SC,F,Home District,Non Technical,1,54.67,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Mechanical Engineering,OBC,F,Home District,Non Technical,2,53.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Mechanical Engineering,OBC,F,Home District,Non Technical,2,68.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Mechanical Engineering,OPEN,M,Home District,Technical,1,83.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Mechanical Engineering,SC,M,Home District,Technical,1,80.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Mechanical Engineering,ST,M,Home District,Technical,1,78.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Mechanical Engineering,NTB,M,Home District,Technical,1,74.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Mechanical Engineering,OBC,M,Home District,Technical,1,78.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Mechanical Engineering,SC,F,Home District,Technical,1,78.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Mechanical Engineering,OBC,F,Home District,Technical,1,77.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Mechanical Engineering,OPEN,M,Other Than Home District,Non Technical,1,52.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Mechanical Engineering,NTA,M,Other Than Home District,Non Technical,1,46.83,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Mechanical Engineering,SC,M,Other Than Home District,Non Technical,1,53.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Mechanical Engineering,ST,M,Other Than Home District,Non Technical,1,51.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Mechanical Engineering,OBC,M,Other Than Home District,Non Technical,1,68.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Mechanical Engineering,OPEN,F,Other Than Home District,Non Technical,1,42.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Mechanical Engineering,SC,F,Other Than Home District,Non Technical,2,52.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Mechanical Engineering,NTD,F,Other Than Home District,Non Technical,1,67.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Mechanical Engineering,OBC,F,Other Than Home District,Non Technical,1,68.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Mechanical Engineering,OPEN,M,Other Than Home District,Technical,1,80.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Mechanical Engineering,OBC,M,Other Than Home District,Technical,1,79.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Mechanical Engineering,OPEN,F,Other Than Home District,Technical,1,85.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Mechanical Engineering,ST,M,Other Than Home District,Technical,1,75.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Mechanical Engineering,DEFS,G,State Level,Non Technical,1,50.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Mechanical Engineering,TFWS,G,State Level,Non Technical,1,78.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electronics & Computer Engineering,OPEN,M,Home District,Non Technical,1,77.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electronics & Computer Engineering,SC,M,Home District,Non Technical,1,71.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electronics & Computer Engineering,NTD,M,Home District,Non Technical,1,74.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electronics & Computer Engineering,OBC,M,Home District,Non Technical,1,74.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electronics & Computer Engineering,OPEN,F,Home District,Non Technical,1,78.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electronics & Computer Engineering,SC,F,Home District,Non Technical,1,74.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electronics & Computer Engineering,OBC,F,Home District,Non Technical,1,72.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electronics & Computer Engineering,OPEN,M,Home District,Technical,1,83.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electronics & Computer Engineering,OBC,M,Home District,Technical,1,83.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electronics & Computer Engineering,OPEN,M,Other Than Home District,Non Technical,1,68.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electronics & Computer Engineering,OBC,M,Other Than Home District,Non Technical,1,67.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electronics & Computer Engineering,SC,M,Other Than Home District,Non Technical,1,71.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electronics & Computer Engineering,OBC,M,Other Than Home District,Non Technical,1,73.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electronics & Computer Engineering,OPEN,F,Other Than Home District,Non Technical,1,72.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electronics & Computer Engineering,SC,F,Other Than Home District,Non Technical,1,70.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electronics & Computer Engineering,OBC,F,Other Than Home District,Non Technical,1,68.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electronics & Computer Engineering,OPEN,M,Other Than Home District,Technical,1,76.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electronics & Computer Engineering,SC,M,Other Than Home District,Technical,1,56.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electronics & Computer Engineering,OBC,M,Other Than Home District,Technical,1,75.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Electronics & Computer Engineering,TFWS,G,State Level,Non Technical,1,78.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,M,Home District,Non Technical,1,88.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Artificial Intelligence & Machine Learning,SC,M,Home District,Non Technical,1,80.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Artificial Intelligence & Machine Learning,ST,M,Home District,Non Technical,1,81.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTA,M,Home District,Non Technical,1,87.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Artificial Intelligence & Machine Learning,OBC,M,Home District,Non Technical,1,85.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,F,Home District,Non Technical,1,88.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Artificial Intelligence & Machine Learning,SC,F,Home District,Non Technical,1,77.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Artificial Intelligence & Machine Learning,ST,F,Home District,Non Technical,1,81.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTB,F,Home District,Non Technical,1,62.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTD,F,Home District,Non Technical,1,83.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Artificial Intelligence & Machine Learning,OBC,F,Home District,Non Technical,1,87.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,M,Home District,Technical,1,77.6,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,F,Home District,Technical,1,75.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Artificial Intelligence & Machine Learning,SC,M,Home District,Technical,1,82.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Artificial Intelligence & Machine Learning,OBC,F,Home District,Technical,1,91.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,M,Other Than Home District,Non Technical,1,83.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Artificial Intelligence & Machine Learning,ST,M,Other Than Home District,Non Technical,1,72.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTA,M,Other Than Home District,Non Technical,1,74.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Artificial Intelligence & Machine Learning,OBC,M,Other Than Home District,Non Technical,1,80.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,F,Other Than Home District,Non Technical,1,88.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Artificial Intelligence & Machine Learning,OBC,F,Other Than Home District,Non Technical,1,81.8,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Artificial Intelligence & Machine Learning,SC,M,Other Than Home District,Non Technical,1,76.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTD,M,Other Than Home District,Non Technical,1,83.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,M,Other Than Home District,Technical,1,73.2,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Artificial Intelligence & Machine Learning,SEBC,F,Other Than Home District,Technical,1,80.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTC,M,Other Than Home District,Technical,1,79.0,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Artificial Intelligence & Machine Learning,EWS,G,State Level,Non Technical,1,76.4,Nashik
Sandip Foundation's Sandip Polytechnic Nashik,Artificial Intelligence & Machine Learning,TFWS,G,State Level,Non Technical,1,90.2,Nashik
SNJB's Shri Hiralal Hastimal Polytechnic Chandwad,Civil Engineering,OPEN,M,Home District,Non Technical,1,82.8,Chandwad
SNJB's Shri Hiralal Hastimal Polytechnic Chandwad,Civil Engineering,OPEN,F,Home District,Non Technical,1,86.0,Chandwad
SNJB's Shri Hiralal Hastimal Polytechnic Chandwad,Civil Engineering,OPEN,M,Home District,Non Technical,1,82.6,Chandwad
SNJB's Shri Hiralal Hastimal Polytechnic Chandwad,Civil Engineering,OPEN,F,Home District,Non Technical,1,82.6,Chandwad
SNJB's Shri Hiralal Hastimal Polytechnic Chandwad,Civil Engineering,OPEN,M,Home District,Technical,1,70.4,Chandwad
SNJB's Shri Hiralal Hastimal Polytechnic Chandwad,Civil Engineering,OPEN,F,Home District,Technical,1,94.8,Chandwad
SNJB's Shri Hiralal Hastimal Polytechnic Chandwad,Civil Engineering,OPEN,M,Other Than Home District,Non Technical,1,66.0,Chandwad
SNJB's Shri Hiralal Hastimal Polytechnic Chandwad,Civil Engineering,OPEN,F,Other Than Home District,Non Technical,1,69.4,Chandwad
SNJB's Shri Hiralal Hastimal Polytechnic Chandwad,Civil Engineering,OPEN,M,Other Than Home District,Technical,1,61.0,Chandwad
SNJB's Shri Hiralal Hastimal Polytechnic Chandwad,Civil Engineering,TFWS,G,State Level,Non Technical,1,87.8,Chandwad
SNJB's Shri Hiralal Hastimal Polytechnic Chandwad,Computer Technology,OPEN,M,Home District,Non Technical,1,89.8,Chandwad
SNJB's Shri Hiralal Hastimal Polytechnic Chandwad,Computer Technology,OPEN,F,Home District,Non Technical,1,91.6,Chandwad
SNJB's Shri Hiralal Hastimal Polytechnic Chandwad,Computer Technology,OPEN,M,Home District,Technical,1,85.4,Chandwad
SNJB's Shri Hiralal Hastimal Polytechnic Chandwad,Computer Technology,OPEN,F,Home District,Technical,1,90.2,Chandwad
SNJB's Shri Hiralal Hastimal Polytechnic Chandwad,Computer Technology,OPEN,M,Other Than Home District,Non Technical,1,82.2,Chandwad
SNJB's Shri Hiralal Hastimal Polytechnic Chandwad,Computer Technology,OPEN,F,Other Than Home District,Non Technical,1,89.6,Chandwad
SNJB's Shri Hiralal Hastimal Polytechnic Chandwad,Computer Technology,OPEN,M,Other Than Home District,Technical,1,77.0,Chandwad
SNJB's Shri Hiralal Hastimal Polytechnic Chandwad,Computer Technology,OPEN,F,Other Than Home District,Technical,1,84.8,Chandwad
SNJB's Shri Hiralal Hastimal Polytechnic Chandwad,Computer Technology,TFWS,G,State Level,Non Technical,1,91.6,Chandwad
SNJB's Shri Hiralal Hastimal Polytechnic Chandwad,Electronics & Telecommunication Engineering,OPEN,M,Home District,Non Technical,1,88.2,Chandwad
SNJB's Shri Hiralal Hastimal Polytechnic Chandwad,Electronics & Telecommunication Engineering,OPEN,F,Home District,Non Technical,1,89.6,Chandwad
